year,state_abbr,geoid,dvote,rvote,ovote,totalvote,dem_margin,power,voting_power
2016,AZ,04010,90300.0,45627.0,0.0,135927.0,32.86543512326469,0.004576579458057786,0.00013925205739382196
2016,AZ,04011,42511.0,101718.0,0.0,144229.0,-41.05069022180005,0.004576579458057786,0.00011148605378691986
2016,AZ,04012,0.0,133278.0,0.0,133278.0,-100.0,0.004576579458057786,4.576579458057786e-05
2016,AZ,04013,28500.0,93447.0,0.0,121947.0,-53.25838274004281,0.004576579458057786,8.593162658348696e-05
2016,AZ,04014,55688.0,97492.0,0.0,153180.0,-27.290769029899465,0.004576579458057786,0.00016769697669727577
2016,AZ,04015,36729.0,113611.0,0.0,150340.0,-51.13875216176667,0.004576579458057786,8.949337370573184e-05
2016,AZ,04016,50493.0,102778.0,0.0,153271.0,-34.1127806303867,0.004576579458057786,0.00013416025822242993
2016,AZ,04017,44128.0,100096.0,0.0,144224.0,-38.80630130907477,0.004576579458057786,0.00011793392577167778
2016,AZ,04018,52002.0,98182.0,21039.0,171223.0,-26.970675668572564,0.004576579458057786,0.00016968723788372202
2016,AZ,04019,57956.0,0.0,0.0,57956.0,100.0,0.004576579458057786,4.576579458057786e-05
2016,AZ,04020,35117.0,78898.0,0.0,114015.0,-38.39933342104109,0.004576579458057786,0.00011918382561167138
2016,AZ,04021,34180.0,89699.0,0.0,123879.0,-44.81711993154611,0.004576579458057786,0.00010211676843688474
2016,AZ,04022,37938.0,133598.0,0.0,171536.0,-55.76671952243261,0.004576579458057786,8.206649946868078e-05
2016,AZ,04023,46255.0,134661.0,0.0,180916.0,-48.86577196046784,0.004576579458057786,9.365613750582342e-05
2016,AZ,04024,85087.0,0.0,0.0,85087.0,100.0,0.004576579458057786,4.576579458057786e-05
2016,AZ,04025,32225.0,107101.0,0.0,139326.0,-53.74158448530784,0.004576579458057786,8.515899748562411e-05
2016,AZ,04026,55019.0,19469.0,9941.0,84429.0,42.106385246775396,0.004576579458057786,0.00010869086555959517
2016,AZ,04027,65260.0,0.0,0.0,65260.0,100.0,0.004576579458057786,4.576579458057786e-05
2016,AZ,04028,49139.0,91094.0,0.0,140233.0,-29.918064934787104,0.004576579458057786,0.00015297043669212668
2016,AZ,04029,46821.0,13920.0,0.0,60741.0,54.166049291253024,0.004576579458057786,8.449166069781708e-05
2016,AZ,04030,45663.0,14831.0,0.0,60494.0,50.96703805336067,0.004576579458057786,8.979488769322382e-05
2014,AZ,04001,22223.0,90461.0,0.0,112684.0,-60.55695573462071,0.004576579458057786,7.557479405196278e-05
2014,AZ,04002,38280.0,19656.0,0.0,57936.0,32.14581607290803,0.004576579458057786,0.00014236936613081825
2014,AZ,04003,43031.0,0.0,0.0,43031.0,100.0,0.004576579458057786,4.576579458057786e-05
2014,AZ,04004,25575.0,12063.0,0.0,37638.0,35.89988841064881,0.004576579458057786,0.0001274817182077997
2014,AZ,04005,21074.0,61437.0,0.0,82511.0,-48.918326041376304,0.004576579458057786,9.355552056680771e-05
2014,AZ,04006,27520.0,65834.0,0.0,93354.0,-41.041626496989956,0.004576579458057786,0.00011151067461698766
2014,AZ,04007,53696.0,0.0,0.0,53696.0,100.0,0.004576579458057786,4.576579458057786e-05
2014,AZ,04008,14847.0,38656.0,0.0,53503.0,-44.500308393921834,0.004576579458057786,0.00010284376947560407
2014,AZ,04009,66484.0,32928.0,0.0,99412.0,33.7544763207661,0.004576579458057786,0.00013558437152355485
2014,AZ,04010,63894.0,55180.0,0.0,119074.0,7.318138300552597,0.004576579458057786,0.0006253748248666202
2014,AZ,04011,27392.0,71006.0,0.0,98398.0,-44.32407162747211,0.004576579458057786,0.00010325268618195303
2014,AZ,04012,18446.0,67627.0,0.0,86073.0,-57.138707841018665,0.004576579458057786,8.009595650625401e-05
2014,AZ,04013,14509.0,55578.0,0.0,70087.0,-58.59717208612153,0.004576579458057786,7.810239462292631e-05
2014,AZ,04014,22713.0,69796.0,0.0,92509.0,-50.895588537331506,0.004576579458057786,8.992094579475983e-05
2014,AZ,04015,0.0,72449.0,0.0,72449.0,-100.0,0.004576579458057786,4.576579458057786e-05
2014,AZ,04016,15792.0,57208.0,0.0,73000.0,-56.73424657534246,0.004576579458057786,8.066696456398938e-05
2014,AZ,04017,21304.0,62315.0,0.0,83619.0,-49.04507348808285,0.004576579458057786,9.33137445327678e-05
2014,AZ,04018,30480.0,64450.0,0.0,94930.0,-35.78426208785421,0.004576579458057786,0.00012789363790209762
2014,AZ,04019,21075.0,8029.0,0.0,29104.0,44.825453545904345,0.004576579458057786,0.00010209778364810194
2014,AZ,04020,19779.0,49409.0,0.0,69188.0,-42.825345435624676,0.004576579458057786,0.00010686614226935609
2014,AZ,04021,19629.0,57415.0,0.0,77044.0,-49.044701728882195,0.004576579458057786,9.331445185163926e-05
2014,AZ,04022,38720.0,84241.0,6580.0,129541.0,-35.140225874433575,0.004576579458057786,0.00013023762210326303
2014,AZ,04023,0.0,95577.0,0.0,95577.0,-100.0,0.004576579458057786,4.576579458057786e-05
2014,AZ,04024,42926.0,13183.0,0.0,56109.0,53.00932114277567,0.004576579458057786,8.63353719571544e-05
2014,AZ,04025,30011.0,67671.0,3661.0,101343.0,-37.160928727193784,0.004576579458057786,0.00012315568030216417
2014,AZ,04026,26997.0,11098.0,5395.0,43490.0,36.55782938606576,0.004576579458057786,0.00012518739583051332
2014,AZ,04027,30526.0,10522.0,0.0,41048.0,48.73319041122588,0.004576579458057786,9.391093461025595e-05
2014,AZ,04028,31646.0,66115.0,5306.0,103067.0,-33.443294167871386,0.004576579458057786,0.00013684595288625774
2014,AZ,04029,19683.0,8320.0,0.0,28003.0,40.57779523622469,0.004576579458057786,0.00011278531599400879
2014,AZ,04030,23232.0,15603.0,0.0,38835.0,19.644650444186944,0.004576579458057786,0.0002329682307690053
2016,AR,05003,3872.0,5311.0,0.0,9183.0,-15.670260263530436,0.0011539618312321335,7.36402466727219e-05
2016,AR,05004,2485.0,6805.0,0.0,9290.0,-46.5016146393972,0.0011539618312321335,2.4815521787376207e-05
2016,AR,05007,3827.0,5606.0,796.0,10229.0,-17.391729396812984,0.0011539618312321335,6.635118365190272e-05
2016,AR,05009,6519.0,0.0,0.0,6519.0,100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05010,4024.0,7043.0,0.0,11067.0,-27.279298816300713,0.0011539618312321335,4.2301740928274335e-05
2016,AR,05014,5391.0,5867.0,0.0,11258.0,-4.228104459051341,0.0011539618312321335,0.00027292651882376807
2016,AR,05015,0.0,9816.0,2002.0,11818.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05018,5088.0,6499.0,0.0,11587.0,-12.177440234745836,0.0011539618312321335,9.476226604172027e-05
2016,AR,05020,0.0,8936.0,1688.0,10624.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05025,4208.0,5973.0,0.0,10181.0,-17.33621451723799,0.0011539618312321335,6.656365667860823e-05
2016,AR,05027,3748.0,8711.0,0.0,12459.0,-39.834657677181156,0.0011539618312321335,2.8968789956319062e-05
2016,AR,05029,6844.0,0.0,1078.0,7922.0,72.78465034082302,0.0011539618312321335,1.5854466921645788e-05
2016,AR,05032,6559.0,8435.0,0.0,14994.0,-12.511671335200747,0.0011539618312321335,9.223082994400111e-05
2016,AR,05033,9472.0,0.0,2683.0,12155.0,55.853558206499386,0.0011539618312321335,2.0660489112721433e-05
2016,AR,05038,6466.0,7019.0,0.0,13485.0,-4.1008527994067485,0.0011539618312321335,0.0002813955749396984
2016,AR,05039,6223.0,7318.0,0.0,13541.0,-8.086551953326932,0.0011539618312321335,0.00014270134389693444
2016,AR,05042,5100.0,3622.0,0.0,8722.0,16.945654666360927,0.0011539618312321335,6.809780170505188e-05
2016,AR,05044,0.0,9243.0,2070.0,11313.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05049,4411.0,5539.0,0.0,9950.0,-11.336683417085428,0.0011539618312321335,0.00010179007287907559
2016,AR,05054,2259.0,6490.0,0.0,8749.0,-48.359812550005714,0.0011539618312321335,2.3861999672535893e-05
2016,AR,05057,3351.0,6496.0,0.0,9847.0,-31.938661521275513,0.0011539618312321335,3.613056328185316e-05
2016,AR,05058,5153.0,6448.0,0.0,11601.0,-11.1628307904491,0.0011539618312321335,0.00010337537609362146
2016,AR,05060,4948.0,5112.0,0.0,10060.0,-1.6302186878727636,0.0011539618312321335,0.0007078570745241013
2016,AR,05061,5559.0,4996.0,0.0,10555.0,5.333964945523449,0.0011539618312321335,0.0002163422225338396
2016,AR,05069,4344.0,6088.0,0.0,10432.0,-16.717791411042946,0.0011539618312321335,6.90259737581056e-05
2016,AR,05072,6315.0,4239.0,0.0,10554.0,19.670267197271176,0.0011539618312321335,5.8665285003968866e-05
2016,AR,05073,2094.0,6536.0,0.0,8630.0,-51.471610660486675,0.0011539618312321335,2.241938451943564e-05
2016,AR,05077,0.0,7133.0,3051.0,10184.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05081,3187.0,8259.0,0.0,11446.0,-44.31242355408003,0.0011539618312321335,2.6041496688255127e-05
2016,AR,05085,7453.0,6624.0,0.0,14077.0,5.88903885771116,0.0011539618312321335,0.00019595079250005722
2016,AR,05089,2210.0,2823.0,0.0,5033.0,-12.179614544009537,0.0011539618312321335,9.474534904716685e-05
2016,AR,05094,4136.0,4926.0,0.0,9062.0,-8.717722357095564,0.0011539618312321335,0.00013236964702057714
2016,AR,05095,0.0,10012.0,3188.0,13200.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,AR,05096,0.0,7299.0,2919.0,10218.0,-100.0,0.0011539618312321335,1.1539618312321335e-05
2016,CA,06001,0.0,148657.0,52871.0,201528.0,-100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06002,138020.0,0.0,51245.0,189265.0,45.84841359997887,0.018932469572027204,0.0004129361974704383
2016,CA,06003,63867.0,108910.0,0.0,172777.0,-26.07002089398473,0.018932469572027204,0.0007262161257567534
2016,CA,06004,118772.0,68170.0,0.0,186942.0,27.068288560088156,0.018932469572027204,0.0006994335652215148
2016,CA,06005,66949.0,121644.0,0.0,188593.0,-29.00160663439258,0.018932469572027204,0.0006528076120298613
2016,CA,06006,81919.0,149415.0,0.0,231334.0,-29.176861161783396,0.018932469572027204,0.000648886440081685
2016,CA,06007,111112.0,48097.0,0.0,159209.0,39.58004886658418,0.018932469572027204,0.00047833365835005617
2016,CA,06008,104552.0,78848.0,0.0,183400.0,14.015267175572518,0.018932469572027204,0.00135084614048778
